,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Expo_smooth_pred_x,Holt_pred,Prophet_pred,predicted_mean,Year,Month,Size
872,UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,NOV FY2022,18959,2016-11-01,6339.822838414513,11235.069490668,19984.75648775604,17232.00515124415,2016,11,XL
873,UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,NOV FY2022,59370,2016-11-01,72824.38023439373,59869.07331909466,30645.76762109979,54768.96957905151,2016,11,XL
874,ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2022,NOV FY2022,135,2016-11-01,113.21693670036126,169.26907937829688,183.4077297704396,126.1138646400898,2016,11,S
875,OTBU,15454W,NCS2K-16-AD-CCOFS=,Q2 FY2022,DEC FY2022,11,2016-12-01,48.27760516204215,111.23758417901578,35.63047148972307,136.2887434699336,2016,12,XS
876,OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2022,DEC FY2022,0,2016-12-01,35.24692277842026,589.1854009249904,796.1220277713412,51.34569760446884,2016,12,XS
877,TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2022,DEC FY2022,2,2016-12-01,735.1987069251123,182.17402800337024,2331.5504299533,344.870808861822,2016,12,XS
878,SRSBU,4300ISR,ISR4331/K9,Q2 FY2022,DEC FY2022,5618,2016-12-01,3385.488053537995,8202.6238778054,7318.355058037454,5239.8511264172375,2016,12,XL
879,TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2022,DEC FY2022,31016,2016-12-01,23747.607735536418,35108.43933591048,22001.27870948748,33588.65372826958,2016,12,XL
880,CRBU,NCS5500,NCS-5508,Q2 FY2022,DEC FY2022,3,2016-12-01,17.077601683543907,25.22256300529961,9.952660178283605,16.98038922133463,2016,12,XS
881,SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2022,DEC FY2022,1345,2016-12-01,1105.1751983191912,1950.1855497210752,1484.4695157417875,1552.7054136233005,2016,12,M
882,QKBU,N9500,N9K-C9508,Q2 FY2022,DEC FY2022,121,2016-12-01,113.99712642577614,156.27727408108433,200.73829718365587,173.75814635128705,2016,12,S
883,SRSBU,4300ISR,ISR4351/K9,Q2 FY2022,DEC FY2022,881,2016-12-01,824.9400397419819,1702.9391563880924,1333.9041206029644,1235.735696349769,2016,12,M
884,SRSBU,A9K1000,A9K1001-X,Q2 FY2022,DEC FY2022,1556,2016-12-01,1251.1075661182458,2108.695538381504,1811.8081455448933,1811.2491812240185,2016,12,L
885,BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2022,DEC FY2022,34,2016-12-01,54.07233359240245,359.8264356426312,100.84497097804132,288.4517509257724,2016,12,XS
886,UCEBU,PHONVID,CP-8845-K9,Q2 FY2022,DEC FY2022,18256,2016-12-01,16577.244136236844,12357.05719431232,18444.091542528084,30140.43257276556,2016,12,XL
887,UCEBU,PHONVOC,CP-7821-K9,Q2 FY2022,DEC FY2022,83026,2016-12-01,58779.94324118977,83580.77312685995,72965.17147763359,73945.27271758822,2016,12,XL
888,CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2022,DEC FY2022,1522,2016-12-01,1548.3017535617034,1604.9293624968352,1499.072420988396,1856.538947693852,2016,12,L
889,IOTBU,IE4000,IE-4000-8T4G-E,Q2 FY2022,DEC FY2022,28,2016-12-01,16.298882719247985,25.795683915927,108.55282771389204,73.89888809983029,2016,12,XS
890,TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2022,DEC FY2022,27106,2016-12-01,27062.10650509742,42513.63616532905,35558.43000588126,33112.838235551935,2016,12,XL
891,OTBU,15454W,NCS2015-SA-DC,Q2 FY2022,DEC FY2022,22,2016-12-01,34.76260737919859,90.8126021975341,65.6001709957738,69.91684846738102,2016,12,XS
892,ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2022,DEC FY2022,120,2016-12-01,138.4241656915033,167.1396974566442,211.0096657596549,132.1867244977662,2016,12,S
893,UCEBU,PHONVOC,CP-8861-K9,Q2 FY2022,DEC FY2022,9563,2016-12-01,7255.98006949473,15455.214551199984,1484.547666504628,12911.976679673418,2016,12,XL
894,UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2022,DEC FY2022,1429,2016-12-01,1390.2290819386535,2798.468760965757,2576.714211304384,1905.0129374577025,2016,12,M
895,SRSBU,4300ISR,ISR4321/K9,Q2 FY2022,DEC FY2022,6276,2016-12-01,3131.9758693856825,4897.939751028542,4637.049794025434,3243.4320290852224,2016,12,XL
896,UCEBU,PHONVOC,CP-7841-K9,Q2 FY2022,DEC FY2022,71281,2016-12-01,61251.976029516365,99009.07571245338,66633.1054823314,77245.22074282082,2016,12,XL
897,SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2022,DEC FY2022,194,2016-12-01,59.61532347882413,141.7723192679973,168.01118643993058,181.7118609619245,2016,12,S
898,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2022,DEC FY2022,56,2016-12-01,49.29310865814812,50.9907068915165,90.40065026859256,39.70737996261242,2016,12,XS
899,TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2022,DEC FY2022,1206,2016-12-01,3920.6625926423535,3755.2933082430873,1684.849064134096,3567.7766169501765,2016,12,M
900,UCEBU,PHONVOC,CP-8851-K9,Q2 FY2022,DEC FY2022,44683,2016-12-01,59775.01724988954,62267.258151068745,36916.08476020107,65048.66294326168,2016,12,XL
901,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,DEC FY2022,24529,2016-12-01,33318.98033615361,32704.61165594592,18735.17693368598,27303.682387457608,2016,12,XL
902,TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2022,DEC FY2022,6583,2016-12-01,7174.37823028038,9050.34437282037,61.20226584906959,11739.089804159465,2016,12,XL
903,CSWBU,CBR8,CBR-D121-DS-MOD,Q2 FY2022,DEC FY2022,3680,2016-12-01,470.80162520283966,1209.232239210491,2590.510975766571,1718.2154282869567,2016,12,L
904,UCEBU,PHONVOC,CP-8841-K9,Q2 FY2022,DEC FY2022,49787,2016-12-01,41072.34852344271,82879.59652261788,43134.65117599772,66213.7526787073,2016,12,XL
905,BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2022,DEC FY2022,621,2016-12-01,335.00582737185044,263.43293245840545,259.1660685717417,607.3597143586421,2016,12,M
906,UCEBU,PHONVID,CP-8865-K9,Q2 FY2022,DEC FY2022,3921,2016-12-01,4633.182621186033,12977.224830870857,10999.268207550958,6916.283565856234,2016,12,L
907,BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2022,DEC FY2022,708,2016-12-01,291.281131368791,426.3191079576689,55.89718034101895,480.9081820533107,2016,12,M
908,TOASTBU,SFPGE,GLC-TE,Q2 FY2022,DEC FY2022,650,2016-12-01,56.12470677729437,6964.985420902967,15859.192536043793,4766.611903801134,2016,12,M
909,SRSBU,ISR1121,ISR4431/K9,Q2 FY2022,DEC FY2022,2033,2016-12-01,1295.436085183613,2225.307583818172,1734.9305340999706,1538.740798986316,2016,12,L
910,ERBU,A9K9KFM,A9K-RSP880-TR,Q2 FY2022,DEC FY2022,92,2016-12-01,26.48875838128833,134.77353986883378,128.56379912491045,134.06957734429676,2016,12,XS
911,TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2002,JAN FY2002,24102,2017-01-01,6720.037125737688,9508.826628065284,19889.76059435763,11063.995946512548,2017,1,XL
912,UCEBU,PHONVID,CP-8845-K9,Q2 FY2002,JAN FY2002,19114,2017-01-01,15925.503497121896,13338.121083815571,24590.690749538888,22312.75476173101,2017,1,XL
913,OTBU,15454W,NCS2015-SA-DC,Q2 FY2002,JAN FY2002,85,2017-01-01,16.669723127494667,90.78535513121982,103.6783340054664,7.682804296485305,2017,1,XS
914,TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2002,JAN FY2002,49842,2017-01-01,25738.142712846216,41153.9886213554,39473.104073856775,53538.81634270703,2017,1,XL
915,BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2002,JAN FY2002,12,2017-01-01,621.0046622478039,523.9245472242552,131.1376747186991,218.39862214158404,2017,1,XS
916,BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2002,JAN FY2002,868,2017-01-01,663.8110784548276,492.0931862888611,904.844104593059,669.9847204690298,2017,1,M
917,SRSBU,ISR1121,ISR4431/K9,Q2 FY2002,JAN FY2002,4067,2017-01-01,2041.042665710118,2291.3361401115285,3067.947071813789,3587.4702646643154,2017,1,L
918,OTBU,NCS1000,NCS1001-K9,Q2 FY2002,JAN FY2002,4,2017-01-01,,,24.338122751722693,0.0,2017,1,XS
919,CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2002,JAN FY2002,1926,2017-01-01,1728.0885423459558,1584.679779957256,1637.5970385446728,2142.12471375874,2017,1,L
920,CSWBU,CBR8,CBR-D121-DS-MOD,Q2 FY2002,JAN FY2002,4740,2017-01-01,4046.092807500693,1658.1680306877886,2713.305227591476,2967.843068781567,2017,1,L
921,SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2002,JAN FY2002,2519,2017-01-01,1350.3205791043194,1959.195270159948,2003.7329651705888,1942.801316808166,2017,1,L
922,BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2002,JAN FY2002,318,2017-01-01,78.52225220519603,358.272283252594,436.817465287497,64.84441776655987,2017,1,S
923,TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q2 FY2002,JAN FY2002,255,2017-01-01,648.1640501304372,176.22594488376478,6634.879060610369,180.7716141991344,2017,1,S
924,UCEBU,PHONVOC,CP-8861-K9,Q2 FY2002,JAN FY2002,9183,2017-01-01,10100.090017455785,15541.426591740455,8348.591087379926,15607.55207029932,2017,1,XL
925,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2002,JAN FY2002,27288,2017-01-01,28298.95013012812,31365.501959866004,31859.22555527001,38522.61365602011,2017,1,XL
926,UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2002,JAN FY2002,3377,2017-01-01,1435.3587071636705,2813.5187707547952,1725.0027508708552,2417.646620982473,2017,1,L
927,TOASTBU,SFPGE,GLC-TE,Q2 FY2002,JAN FY2002,163767,2017-01-01,631.2831424109738,6609.81550140006,130293.11835837291,4277.323367976184,2017,1,XL
928,UCEBU,PHONVOC,CP-7841-K9,Q2 FY2002,JAN FY2002,82070,2017-01-01,69741.6699378751,96224.82364572478,80888.36050249683,105325.55251998178,2017,1,XL
929,OTBU,15454W,NCS2K-400G-XP=,Q2 FY2002,JAN FY2002,99,2017-01-01,65.88964720011126,62.76750226201483,281.2585205853097,52.03188488544821,2017,1,XS
930,ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2002,JAN FY2002,320,2017-01-01,123.18746501670788,162.23773585072905,236.18444683894245,259.309373829145,2017,1,S
931,OTBU,15454W,NCS2K-16-AD-CCOFS=,Q2 FY2002,JAN FY2002,90,2017-01-01,38.7974936000056,90.50076818865632,62.21800629095965,14.683159367984242,2017,1,XS
932,SRSBU,A9K1000,A9K1001-HX,Q2 FY2002,JAN FY2002,84,2017-01-01,,,163.98908652366646,0.0,2017,1,XS
933,TOASTBU,QSFP100,QSFP-100G-AOC3M,Q2 FY2002,JAN FY2002,69,2017-01-01,107.82301013426373,119.18561550904568,758.9781893067986,12.974063064653684,2017,1,XS
934,UCEBU,PHONVOC,CP-8841-K9,Q2 FY2002,JAN FY2002,89615,2017-01-01,50114.61256301724,81712.66634697546,67243.31197628994,79986.05386099892,2017,1,XL
935,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2002,JAN FY2002,57,2017-01-01,,,175.05539458921203,0.0,2017,1,XS
936,TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2002,JAN FY2002,4935,2017-01-01,1221.1278218187574,3610.085376258233,3244.717355037859,4554.555024743375,2017,1,L
937,SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2002,JAN FY2002,280,2017-01-01,195.2645241139661,154.38617473157623,205.89496860203545,171.75090528405744,2017,1,S
938,BATBU,NCS4200,NCS4202-SA,Q2 FY2002,JAN FY2002,0,2017-01-01,1.00495,0.1990630232558139,259.163364163037,0.8066011735207705,2017,1,XS
939,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2002,JAN FY2002,192,2017-01-01,56.60486850343692,49.9740188391186,137.96900461563678,152.79149795261756,2017,1,S
940,CRBU,NCS5500,NCS-5501-SE,Q2 FY2002,JAN FY2002,191,2017-01-01,49.21241111137444,13.79094929580066,186.3288564864692,36.31220936502564,2017,1,S
941,UCEBU,PHONVOC,CP-7821-K9,Q2 FY2002,JAN FY2002,123588,2017-01-01,76555.75272529933,82229.8063004306,90247.10261162667,114518.23720240878,2017,1,XL
942,UCEBU,PHONVOC,CP-8851-K9,Q2 FY2002,JAN FY2002,43350,2017-01-01,45009.26159200369,63591.33951145394,42016.2278854399,56583.80592201591,2017,1,XL
943,QKBU,N9500,N9K-C9508,Q2 FY2002,JAN FY2002,239,2017-01-01,120.99770004920134,139.5528318070018,205.15875817419675,217.06480789083065,2017,1,S
944,TOASTBU,QSFP100,QSFP-100G-SM-SR,Q2 FY2002,JAN FY2002,114,2017-01-01,,,1733.1503208065797,0.0,2017,1,S
945,SRSBU,A9K1000,A9K1001-X,Q2 FY2002,JAN FY2002,1899,2017-01-01,1580.385708004778,2071.748826712389,2083.651221391213,2183.173560020794,2017,1,L
946,SRSBU,4300ISR,ISR4321/K9,Q2 FY2002,JAN FY2002,10927,2017-01-01,6302.429030138366,5206.9166956586105,8151.106692685819,7981.570840900697,2017,1,XL
947,OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2002,JAN FY2002,793,2017-01-01,34.719981282882884,578.9231607926409,1108.880377579211,63.21128473057718,2017,1,M
948,CRBU,NCS5500,NCS-5508,Q2 FY2002,JAN FY2002,205,2017-01-01,3.0071415383749245,24.43939217306348,77.26504413545202,3.021048968922635,2017,1,S
949,UCEBU,WPHONE,CP-8821-K9-BUN,Q2 FY2002,JAN FY2002,9965,2017-01-01,8835.544799404597,3781.6730036202975,10979.30960938324,5613.952962844459,2017,1,XL
950,IOTBU,IE4000,IE-4000-8T4G-E,Q2 FY2002,JAN FY2002,46,2017-01-01,9.113385577404774,26.10126213554479,591.2885390330612,53.799416306284485,2017,1,XS
951,TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2002,JAN FY2002,33379,2017-01-01,28111.290199890147,34225.96557545841,33887.31372732208,35610.973712161125,2017,1,XL
952,ERBU,A9K9KFM,A9K-RSP880-TR,Q2 FY2002,JAN FY2002,248,2017-01-01,95.03095700987376,131.29249932534682,319.58356286479034,146.8348173515731,2017,1,S
953,CSWBU,CBR8,CBR-D31-US-MOD,Q2 FY2002,JAN FY2002,2804,2017-01-01,1757.6069277036538,1261.8155056417093,1474.183108268605,1369.635171115997,2017,1,L
954,SRSBU,4300ISR,ISR4331/K9,Q2 FY2002,JAN FY2002,15405,2017-01-01,5639.434107137602,8246.65735317093,10942.62726013602,9155.635592759456,2017,1,XL
955,UOPBLRBU,C3650,WS-C3650-48FQM,Q2 FY2002,JAN FY2002,594,2017-01-01,1078.953436992055,388.4724681655906,451.2001022536752,1033.5045602317443,2017,1,M
956,SRSBU,A9K1000,A9K1002-HX,Q2 FY2002,JAN FY2002,154,2017-01-01,158.9020690040055,83.06482160081731,104.57366429913202,154.2841383235738,2017,1,S
957,UCEBU,PHONVID,CP-8865-K9,Q2 FY2002,JAN FY2002,6319,2017-01-01,5028.435490999302,12760.228424145407,9968.615358363895,6464.473362836479,2017,1,XL
958,UCEBU,PHON3PC,CP-8841-3PCC-K9,Q2 FY2002,JAN FY2002,1,2017-01-01,48.93821181021426,20.588734113985645,9484.090026268756,11.6565036149913,2017,1,XS
959,SRSBU,4300ISR,ISR4351/K9,Q2 FY2002,JAN FY2002,3569,2017-01-01,885.1781361478393,1672.9780899207176,2215.3729142507827,1616.2775694962402,2017,1,L
960,QKBU,N9500,N9K-X97160YC-EX,Q2 FY2002,JAN FY2002,57,2017-01-01,,,203.5124091705736,0.0,2017,1,XS
961,TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2002,JAN FY2002,6690,2017-01-01,11.437386256581933,194.82426665130305,7940.843326197933,257.77518856306017,2017,1,XL
962,SRSBU,WANLAN,NIM-24A,Q2 FY2002,JAN FY2002,34,2017-01-01,,,141.76237353273166,0.0,2017,1,XS
963,TOASTBU,SFP10G,SFP-10G-LR-S,Q3 FY2002,FEB FY2002,10276,2017-02-01,24323.707470707912,10521.09563325885,8444.726753942488,9897.262977205455,2017,2,XL
964,SRSBU,ISR1121,ISR4431/K9,Q3 FY2002,FEB FY2002,3356,2017-02-01,4084.990727857752,2528.370712042476,2423.211134242964,3057.100289519803,2017,2,L
965,ERBU,A9K9KFM,A9K-RSP880-TR,Q3 FY2002,FEB FY2002,122,2017-02-01,252.3247706350321,151.7299755583934,144.18503307767142,123.55987101386512,2017,2,S
966,SRSBU,A9K1000,A9K1002-HX,Q3 FY2002,FEB FY2002,72,2017-02-01,157.83950856480874,114.05267854475318,122.99584730762736,153.98917147483473,2017,2,XS
967,SRSBU,A9K1000,A9K1001-HX,Q3 FY2002,FEB FY2002,50,2017-02-01,91.81011647197732,97.6502199796798,117.84110637755794,82.96361637213325,2017,2,XS
968,BATBU,A9K920,A9K-920-4SZ-D,Q3 FY2002,FEB FY2002,43,2017-02-01,12.003730078523136,238.2815624579797,66.32352692757563,228.51580833079285,2017,2,XS
969,UCEBU,WPHONE,CP-8821-K9-BUN,Q3 FY2002,FEB FY2002,9544,2017-02-01,10587.96023587769,7250.497415696617,10635.535228834771,7363.630094448596,2017,2,XL
970,ERBU,A9K9KFM,A9K-RSP880-SE,Q3 FY2002,FEB FY2002,522,2017-02-01,325.3184787509877,185.35510677134488,266.631504261282,159.5848830851744,2017,2,M
971,SRSBU,4300ISR,ISR4321/K9,Q3 FY2002,FEB FY2002,9537,2017-02-01,10976.056366137798,6061.107889028018,5806.3923322562505,8108.397755162673,2017,2,XL
972,SRSBU,WANLAN,NIM-24A,Q3 FY2002,FEB FY2002,73,2017-02-01,72.0327805,110.07015828372091,172.89824534581464,22.412901548767785,2017,2,XS
973,UCEBU,PHONVOC,CP-8841-K9,Q3 FY2002,FEB FY2002,42086,2017-02-01,90134.86335520014,84171.39365651437,28609.83415154248,94814.85841397489,2017,2,XL
974,TOASTBU,QSFP100,QSFP-100G-SM-SR,Q3 FY2002,FEB FY2002,72,2017-02-01,73.041621,33.798571716279056,3024.31286198568,61.99606054392061,2017,2,XS
975,SRSBU,4300ISR,ISR4351/K9,Q3 FY2002,FEB FY2002,1137,2017-02-01,3586.421273012429,1912.331733958225,977.3974198910394,2397.929384704189,2017,2,M
976,UCEBU,PHONVOC,CP-7841-K9,Q3 FY2002,FEB FY2002,51516,2017-02-01,80607.08847230386,94487.24189619508,55686.7317282874,82278.93743454028,2017,2,XL
977,UCEBU,PHONVOC,CP-7821-K9,Q3 FY2002,FEB FY2002,49807,2017-02-01,118487.27192796156,96713.47279015934,55776.96776829872,86774.36400762145,2017,2,XL
978,UCEBU,PHONVID,CP-8845-K9,Q3 FY2002,FEB FY2002,10148,2017-02-01,16858.929257310516,14550.892167104656,17218.92348306661,19731.87516771137,2017,2,XL
979,OTBU,NCS1000,NCS1001-K9,Q3 FY2002,FEB FY2002,14,2017-02-01,13.751995,5.193977463445542,31.574484477586065,3.994597633676172,2017,2,XS
980,TOASTBU,QSFP100,QSFP-100G-AOC3M,Q3 FY2002,FEB FY2002,13,2017-02-01,171.60920302549107,125.34289795326193,423.5434051416564,51.572151494366544,2017,2,XS
981,UCEBU,PHONVOC,CP-8861-K9,Q3 FY2002,FEB FY2002,7349,2017-02-01,9710.17952169482,15576.78014688212,3991.8303461285777,9525.53100189446,2017,2,XL
982,UOPBLRBU,C3650,WS-C3650-48FQM,Q3 FY2002,FEB FY2002,249,2017-02-01,568.4276548963321,480.2675028366256,355.80342547226206,618.3671125196656,2017,2,S
983,BATBU,NCS4200,NCS4202-SA,Q3 FY2002,FEB FY2002,0,2017-02-01,7.40024999999993e-05,0.1920081662606274,214.6027528688002,0.1396864972440539,2017,2,XS
984,QKBU,N9500,N9K-C9508,Q3 FY2002,FEB FY2002,106,2017-02-01,238.99815916581088,169.02600419682062,118.29486173829808,180.86869134677195,2017,2,S
985,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2002,FEB FY2002,89,2017-02-01,88.206384,61.16273238806238,29.37676040421244,53.67286598685807,2017,2,XS
986,CRBU,NCS5500,NCS-5508,Q3 FY2002,FEB FY2002,18,2017-02-01,206.0069347723762,34.913637353209275,10.28485958077666,204.6533708640116,2017,2,XS
987,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2002,FEB FY2002,54,2017-02-01,199.02814803841773,122.9953110209836,74.65916446962683,130.96893634080618,2017,2,XS
988,ERBU,A9K9000,A9K-24X10GE-1G-TR,Q3 FY2002,FEB FY2002,0,2017-02-01,,,26.7856409350138,0.0,2017,2,XS
989,SRSBU,A9K1000,A9K1000-ESP100,Q3 FY2002,FEB FY2002,73,2017-02-01,281.66517396977616,188.57535559255408,92.00437648430004,132.43344704562028,2017,2,XS
990,CSWBU,CBR8,CBR-D121-DS-MOD,Q3 FY2002,FEB FY2002,483,2017-02-01,5113.774841416564,2381.3650644001614,1256.769699039271,4168.555448426501,2017,2,S
991,TOASTBU,QSFP100,QSFP-100G-LR4-S,Q3 FY2002,FEB FY2002,2092,2017-02-01,6732.401897332046,522.0295793701432,2709.122972281748,1713.5412839193625,2017,2,L
992,CVEBU,CTSQS,CTS-CAM-P60+,Q3 FY2002,FEB FY2002,1311,2017-02-01,2131.007318637884,1646.2189047033417,1199.1041631942023,1799.6651552710482,2017,2,M
993,TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q3 FY2002,FEB FY2002,128,2017-02-01,256.1862475809872,216.37437496746853,178.85890500265128,224.4445224983272,2017,2,S
994,QKBU,N9500,N9K-X97160YC-EX,Q3 FY2002,FEB FY2002,38,2017-02-01,38.4712095,119.62020719914942,160.5508705432827,55.79500222003157,2017,2,XS
995,SRSBU,A9K1000,A9K1001-X,Q3 FY2002,FEB FY2002,1657,2017-02-01,1924.7189916701063,2068.975858044863,1857.1978481510605,1975.235166506833,2017,2,L
996,OTBU,15454W,NCS2K-16-AD-CCOFS=,Q3 FY2002,FEB FY2002,13,2017-02-01,117.7906847630888,85.27055668844517,95.1725591271078,18.853390050791603,2017,2,XS
997,TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q3 FY2002,FEB FY2002,25571,2017-02-01,48607.13537928917,43185.74623849015,29666.50789485338,41738.9661213941,2017,2,XL
998,BATBU,A9K920,A9K-920-12SZ-IM,Q3 FY2002,FEB FY2002,169,2017-02-01,363.26244453472833,377.46765547214056,28.398102310887737,304.868949923245,2017,2,S
999,CSWBU,CBR8,CBR-D31-US-MOD,Q3 FY2002,FEB FY2002,241,2017-02-01,2790.474457042855,1881.2870738890567,687.0493684180977,2388.719953026833,2017,2,S
1000,OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2002,FEB FY2002,243,2017-02-01,831.1262675627038,622.1638863982844,472.8840772088829,397.76580443796377,2017,2,S
1001,OTBU,15454W,NCS2015-SA-DC,Q3 FY2002,FEB FY2002,90,2017-02-01,80.49964285776818,90.76355791028004,117.1055286396122,38.17198856666139,2017,2,XS
1002,UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q3 FY2002,FEB FY2002,2297,2017-02-01,3392.906244491574,2978.8409852455725,1923.5544086882023,2431.3941875457576,2017,2,L
1003,TOASTBU,SFPGE,GLC-TE,Q3 FY2002,FEB FY2002,30807,2017-02-01,164555.99210943194,27384.64113977585,26305.597393739696,31779.021407206805,2017,2,XL
1004,TOASTBU,CPAK100,CPAK-100G-LR4,Q3 FY2002,FEB FY2002,1647,2017-02-01,4967.915205027262,3865.483611828896,1994.368009185741,4628.665024759935,2017,2,L
1005,SRSBU,4300ISR,ISR4331/K9,Q3 FY2002,FEB FY2002,10792,2017-02-01,15474.559317235897,9243.154155134833,9133.969161794028,11684.402697819882,2017,2,XL
1006,TOASTBU,SFP10G,SFP-10G-LR,Q3 FY2002,FEB FY2002,26454,2017-02-01,30529.41246140179,33717.09169670344,29416.12839025096,30642.61148807443,2017,2,XL
1007,CRBU,NCS5500,NCS-5501-SE,Q3 FY2002,FEB FY2002,169,2017-02-01,197.8129688682155,30.42841039379748,519.0737931253084,160.7590472115213,2017,2,S
1008,UCEBU,PHONVID,CP-8865-K9,Q3 FY2002,FEB FY2002,6605,2017-02-01,7421.749430408862,12637.920374822992,8137.288616690012,7610.204008298073,2017,2,XL
1009,OTBU,15454W,NCS2K-400G-XP=,Q3 FY2002,FEB FY2002,4,2017-02-01,111.9274538568948,75.16775795975724,65.72557299639556,97.07157915528497,2017,2,XS
1010,UCEBU,PHONVOC,CP-8851-K9,Q3 FY2002,FEB FY2002,41315,2017-02-01,43664.78563120324,64552.98571829261,31840.90781209764,48343.39391344951,2017,2,XL
1011,BATBU,A9K920,A9K-920-12CZ-A,Q3 FY2002,FEB FY2002,574,2017-02-01,825.263702831928,567.9365106368311,703.7525714298193,795.4841203669822,2017,2,M
1012,UCEBU,PHON3PC,CP-8841-3PCC-K9,Q3 FY2002,FEB FY2002,328,2017-02-01,3.671535543651559,23.048490823848045,725.8127123276353,14.306231291245927,2017,2,S
1013,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2002,FEB FY2002,35211,2017-02-01,31015.246425682697,30462.178392460915,20946.801184641485,30870.53333092328,2017,2,XL
1014,SRSBU,ISR1121,ISR4451-X/K9,Q3 FY2002,FEB FY2002,1633,2017-02-01,2530.05233644671,2039.3911154789505,1546.7870170504586,2257.633744408497,2017,2,L
1015,IOTBU,IE4000,IE-4000-8T4G-E,Q3 FY2002,FEB FY2002,23,2017-02-01,27.48484046302257,27.268979191575504,214.6336903527872,38.17008073183204,2017,2,XS
1016,OTBU,15454W,NCS2K-16-AD-CCOFS=,Q3 FY2002,MAR FY2002,78,2017-03-01,39.9579595978595,66.96807077505329,167.26582136759836,132.96102127701874,2017,3,XS
1017,TOASTBU,CPAK100,CPAK-100G-LR4,Q3 FY2002,MAR FY2002,3249,2017-03-01,1663.3866109820383,3732.925959795371,2839.908428298241,5619.528545610576,2017,3,L
1018,CSWBU,CBR8,CBR-D31-US-MOD,Q3 FY2002,MAR FY2002,854,2017-03-01,146.63904536239215,1526.6888668840995,725.8944980472613,1000.7986416778426,2017,3,M
1019,TOASTBU,QSFP100,QSFP-100G-AOC3M,Q3 FY2002,MAR FY2002,84,2017-03-01,113.82823609070628,132.75130449321642,342.3899033447241,23.857121625867897,2017,3,XS
1020,SRSBU,A9K1000,A9K1001-HX,Q3 FY2002,MAR FY2002,102,2017-03-01,57.50057630459762,99.56806133277624,220.8999326862976,51.00841673581647,2017,3,S
1021,TOASTBU,SFP10G,SFP-10G-LR-S,Q3 FY2002,MAR FY2002,12186,2017-03-01,10425.954244020828,11110.154883766396,11961.566736587423,12269.422241701704,2017,3,XL
1022,TOASTBU,SFPGE,GLC-TE,Q3 FY2002,MAR FY2002,58394,2017-03-01,30926.044677395923,31499.67487359496,43161.184117720746,36597.85123809006,2017,3,XL
1023,CRBU,NCS5500,NCS-5501-SE,Q3 FY2002,MAR FY2002,281,2017-03-01,175.5803395847742,46.18841150398687,68.77392518604465,171.43397891556398,2017,3,S
1024,BATBU,NCS4200,NCS4202-SA,Q3 FY2002,MAR FY2002,9,2017-03-01,7.289616262499931e-05,0.1795482305639603,194.77989243255067,0.0390231922246329,2017,3,XS
